Postcode,Huisnummer,Bouwjaar,Gebouwtype,Energieklasse,warmte_predicted,warmte_final,gas_sjv_m3,gas_per_m2,priority,PC4
1622KL,76,1982,Twee-onder-een-kap / rijwoning hoek,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KL,75,1982,Twee-onder-een-kap / rijwoning hoek,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KL,74,1982,Rijwoning tussen,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KL,73,1982,Rijwoning tussen,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KL,72,1982,Rijwoning tussen,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KL,71,1982,Twee-onder-een-kap / rijwoning hoek,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KL,70,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,69,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,68,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,67,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,66,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,65,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,64,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,63,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,62,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KL,61,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,60,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,59,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,57,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,56,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,55,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,53,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,52,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,50,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,49,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,48,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,47,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,46,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,45,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,44,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,42,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,41,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,40,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,39,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,38,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,37,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,36,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,35,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,34,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,33,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,31,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,30,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,29,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,28,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,27,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,26,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,25,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,24,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,23,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KJ,21,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,20,1982,Twee-onder-een-kap / rijwoning hoek,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,19,1982,Rijwoning tussen,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,18,1982,Twee-onder-een-kap / rijwoning hoek,A,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,17,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,16,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,15,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,14,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,13,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,12,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,11,1982,Twee-onder-een-kap / rijwoning hoek,B,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,10,1982,Rijwoning tussen,A,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,9,1982,Rijwoning tussen,A,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,8,1982,Rijwoning tussen,A,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,7,1982,Twee-onder-een-kap / rijwoning hoek,A,113.28781605479361,113.28781605479361,,,Medium,1622
1622KH,6,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,5,1982,Flatwoning (overig),A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,4,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,3,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,2,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KH,1,1982,Flatwoning (overig),B,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,58,1982,Maisonnette,A,114.12743917780375,114.12743917780375,,,Medium,1622
1622KK,54,1982,Maisonnette,B,114.12743917780375,114.12743917780375,,,Medium,1622
1621GM,22,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1621
1689WD,62,2010,Flatwoning (overig),A,109.54866700542378,109.54866700542378,1156.9471830985915,,Low,1689
1628RN,96,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628RS,27,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625TB,14,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1689GJ,240,1930,Vrijstaande woning,G,134.84789310910145,134.84789310910145,1156.9471830985915,,Medium,1689
1628XB,8,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1689GB,157,2014,Vrijstaande woning,A,112.29791152826907,112.29791152826907,1156.9471830985915,,Low,1689
1622KL,79,1982,Twee-onder-een-kap / rijwoning hoek,B,113.28781605479361,113.28781605479361,,,Medium,1622
1628WJ,69,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1623RW,47,1930,Vrijstaande woning,D,134.84789310910145,134.84789310910145,,,Medium,1623
1689LN,125,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628WH,59,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1628XA,64,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1624HG,184,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,,,Low,1624
1624HN,71,1968,Flatwoning (overig),A,113.48995562961791,113.48995562961791,,,Medium,1624
1628BD,98,1983,Rijwoning tussen,B,114.05825263825604,114.05825263825604,,,Medium,1628
1625ZJ,1,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689WZ,22,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689CP,36,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1624GA,41,1979,Flatwoning (overig),B,111.40079160104537,111.40079160104537,,,Medium,1624
1628BC,61,1985,Flatwoning (overig),C,114.45037214343544,114.45037214343544,,,Medium,1628
1628LX,149,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1628
1689JT,91,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625EL,60,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XD,104,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1625DE,75,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1623RX,34,1930,Rijwoning tussen,C,131.71992409103498,131.71992409103498,,,Medium,1623
1628XA,29,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625ZN,65,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689WE,57,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1625PJ,71,1988,Vrijstaande woning,B,117.80427188192823,117.80427188192823,,,Medium,1625
1621LB,22,1930,Twee-onder-een-kap / rijwoning hoek,F,131.71992409103498,131.71992409103498,,,Medium,1621
1621AK,116,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1621
1689WD,141,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689WC,174,2010,Vrijstaande woning,A,112.44667778285562,112.44667778285562,1156.9471830985915,,Low,1689
1624CJ,24,1955,Twee-onder-een-kap / rijwoning hoek,E,127.1241341728539,127.1241341728539,,,Medium,1624
1689WE,147,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1622JM,67,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1689HH,99,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628RP,132,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1689LM,97,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628VC,33,1995,Vrijstaande woning,A,113.52598135739291,113.52598135739291,,,Low,1628
1628WJ,82,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689XN,54,2014,Twee-onder-een-kap / rijwoning hoek,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1689LA,2,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628RH,163,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1689JX,135,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1623LG,18,1930,Vrijstaande woning,E,134.84789310910145,134.84789310910145,,,Medium,1623
1622GZ,190,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1689WP,4,2003,Twee-onder-een-kap / rijwoning hoek,B,101.54226689991124,101.54226689991124,1156.9471830985915,,Low,1689
1624GN,6,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,,,Low,1624
1689WE,4,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689CP,48,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1622GJ,84,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1622
1625EB,19,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1622GN,57,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1622
1621AA,126,2003,Flatwoning (overig),A,104.55534279376513,104.55534279376513,,,Low,1621
1689BT,4,1985,Vrijstaande woning,C,119.65330707648474,119.65330707648474,1156.9471830985915,,Medium,1689
1622ES,27,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1622
1628XG,82,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1621AK,13,1930,Twee-onder-een-kap / rijwoning hoek,D,131.71992409103498,131.71992409103498,,,Medium,1621
1624GA,25,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1624
1628RW,126,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1628TE,4,1995,Rijwoning tussen,C,107.30673614195176,107.30673614195176,,,Low,1628
1689WT,62,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628JD,79,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1689WC,158,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628XL,56,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1628XK,79,2003,Twee-onder-een-kap / rijwoning hoek,B,101.54226689991124,101.54226689991124,,,Low,1628
1625DG,100,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689BN,16,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689RS,99,1979,Maisonnette,C,111.40079160104537,111.40079160104537,1156.9471830985915,,Medium,1689
1628MV,70,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1621DD,13,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1621
1628XV,166,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1625AJ,34,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,,,Medium,1625
1628VR,133,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625ZT,136,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XA,286,1995,Rijwoning tussen,C,107.30673614195176,107.30673614195176,,,Low,1628
1628WG,2,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1621LA,25,1930,Rijwoning tussen,G,131.71992409103498,131.71992409103498,,,Medium,1621
1628MX,57,1989,Rijwoning tussen,B,109.86208925115686,109.86208925115686,,,Medium,1628
1689KJ,139,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689MX,8,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,1156.9471830985915,,Low,1689
1689NE,101,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1622GC,63,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1622
1625NV,32,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689WG,75,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689PE,27,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,1156.9471830985915,,Medium,1689
1689TB,43,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628XA,132,1995,Rijwoning tussen,C,107.30673614195176,107.30673614195176,,,Low,1628
1623RD,131,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1623
1628BG,134,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1623JD,1,1995,Flatwoning (overig),B,109.70980857966758,109.70980857966758,,,Low,1623
1689EV,10,1970,Vrijstaande woning,D,118.94918523305326,118.94918523305326,1156.9471830985915,,Medium,1689
1622GC,53,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628XP,188,2003,Twee-onder-een-kap / rijwoning hoek,B,101.54226689991124,101.54226689991124,,,Low,1628
1621CA,2,1930,Twee-onder-een-kap / rijwoning hoek,G,131.71992409103498,131.71992409103498,,,Medium,1621
1628EP,104,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1624TK,12,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1624
1625PP,148,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1625
1621GA,11,1993,Flatwoning (overig),B,111.8485243198566,111.8485243198566,,,Low,1621
1621DE,3,1930,Flatwoning (overig),E,135.22283462059187,135.22283462059187,,,Medium,1621
1621AX,9,1930,Twee-onder-een-kap / rijwoning hoek,G,131.71992409103498,131.71992409103498,,,Medium,1621
1624GG,8,1955,Rijwoning tussen,E,127.1241341728539,127.1241341728539,,,Medium,1624
1689GM,47,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,1156.9471830985915,,Low,1689
1689EN,62,1930,Vrijstaande woning,G,134.84789310910145,134.84789310910145,1156.9471830985915,,Medium,1689
1624VA,5,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1624
1689BN,12,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625HZ,98,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1625
1625BJ,57,1970,Vrijstaande woning,C,118.94918523305326,118.94918523305326,,,Medium,1625
1622EN,192,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1622
1689XR,5,2014,Twee-onder-een-kap / rijwoning hoek,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1622BR,5,1970,Rijwoning tussen,E,112.90662717699382,112.90662717699382,,,Medium,1622
1628CP,73,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1689GR,18,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,1156.9471830985915,,Medium,1689
1689TB,26,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689DB,5,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689LB,41,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689HR,9,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1625ZN,72,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628VG,106,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1621AA,194,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1621
1628HL,23,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628WH,50,1995,Vrijstaande woning,A,113.52598135739291,113.52598135739291,,,Low,1628
1689WD,81,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628SB,4,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1623JL,6,1958,Rijwoning tussen,C,124.38561815271412,124.38561815271412,,,Medium,1623
1628ZD,171,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1628BA,9,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,58,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,57,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,56,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,55,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,54,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,53,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,52,1983,Rijwoning tussen,B,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,51,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BK,50,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,46,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,45,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,44,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,43,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,42,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,41,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,40,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,39,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,38,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,37,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,36,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,35,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,34,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,33,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,32,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,31,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,30,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,29,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,28,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,27,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BJ,26,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,9,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,8,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,7,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,6,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,5,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,4,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,3,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,25,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,24,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,22,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,21,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,20,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,2,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,19,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,18,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,17,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,16,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,14,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,13,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,12,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,11,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,10,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BH,1,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,108,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,107,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,106,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,105,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,104,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,103,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,102,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BE,101,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,83,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,82,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,81,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,80,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,79,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,78,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BD,77,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,8,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,7,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,6,1983,Rijwoning tussen,B,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,5,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
