Postcode,Huisnummer,Bouwjaar,Gebouwtype,Energieklasse,warmte_predicted,warmte_final,gas_sjv_m3,gas_per_m2,priority,PC4
1689PM,107,1982,Rijwoning hoek,C,130.69074866528462,129.64,1156.9471830985915,10.839943625021938,Medium,1689
1689PL,98,1982,Rijwoning hoek,C,139.3147672252608,138.28,1156.9471830985915,11.91132691340051,Medium,1689
1689PK,83,1982,Rijwoning hoek,C,130.84298963131718,131.65,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,74,1982,Rijwoning hoek,C,130.84298963131718,132.05,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,68,1982,Rijwoning hoek,C,130.84298963131718,131.93,1156.9471830985915,10.839943625021938,Medium,1689
1689PJ,47,1982,Rijwoning hoek,C,143.55494752391132,142.96,1156.9471830985915,11.91132691340051,Medium,1689
1689PM,106,1982,Rijwoning hoek,C,139.80733882600273,140.75,1156.9471830985915,11.91132691340051,Medium,1689
1689PH,29,1982,Rijwoning hoek,C,139.80733882600273,140.75,1156.9471830985915,11.91132691340051,Medium,1689
1689TM,54,1982,Rijwoning hoek,C,139.80733882600273,140.75,1156.9471830985915,11.91132691340051,Medium,1689
1689TL,42,1982,Rijwoning hoek,C,139.3147672252608,138.26,1156.9471830985915,11.91132691340051,Medium,1689
1689TM,53,1982,Rijwoning hoek,C,139.3147672252608,138.26,1156.9471830985915,11.91132691340051,Medium,1689
1689TM,61,1982,Rijwoning hoek,C,139.3147672252608,138.26,1156.9471830985915,11.91132691340051,Medium,1689
1689PH,34,1982,Rijwoning hoek,C,139.3147672252608,138.26,1156.9471830985915,11.91132691340051,Medium,1689
1622BW,3,1970,Rijwoning tussen,A,95.107698401143,93.52,,,Low,1622
1689EJ,4,1962,Vrijstaande woning,F,253.11105655047788,251.05,1156.9471830985915,16.51601974444813,High,1689
1689WE,8,2008,Appartement,A,84.838363199076,62.08,1156.9471830985915,25.222306149958396,Low,1689
1689TL,34,1982,Rijwoning hoek,C,136.5928690795509,137.09,1156.9471830985915,11.91132691340051,Medium,1689
1689TM,49,1982,Rijwoning hoek,C,136.5928690795509,137.09,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,91,1982,Rijwoning hoek,C,144.00416462387767,142.81,1156.9471830985915,11.91132691340051,Medium,1689
1689PJ,43,1982,Rijwoning hoek,C,139.80733882600273,141.33,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,84,1982,Rijwoning hoek,C,139.80733882600273,141.7,1156.9471830985915,11.91132691340051,Medium,1689
1689PH,35,1982,Rijwoning hoek,C,139.80733882600273,141.7,1156.9471830985915,11.91132691340051,Medium,1689
1689PH,27,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PH,22,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PH,20,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,92,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,94,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,93,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,97,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,95,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PL,96,1982,Rijwoning tussen,B,111.07146094414203,111.76,1156.9471830985915,11.91132691340051,Medium,1689
1689PJ,46,1982,Rijwoning tussen,B,111.07146094414203,110.7,1156.9471830985915,11.91132691340051,Medium,1689
1689PJ,44,1982,Rijwoning tussen,B,111.07146094414203,110.7,1156.9471830985915,11.91132691340051,Medium,1689
1689PJ,45,1982,Rijwoning tussen,B,111.07146094414203,110.7,1156.9471830985915,11.91132691340051,Medium,1689
1689TL,27,1982,Rijwoning tussen,B,111.80969591588001,112.48,1156.9471830985915,11.91132691340051,Medium,1689
1625PP,145,1980,Appartement,C,118.02187887364518,127.51,,,Medium,1625
1625PN,131,1980,Appartement,C,120.34826426126375,144.91,,,Medium,1625
1689MR,22,1980,Rijwoning tussen,A+,113.05915511451188,104.22,1156.9471830985915,12.557768187328683,Medium,1689
1689PJ,56,1982,Rijwoning hoek,C,131.5694450559508,134.35,1156.9471830985915,10.93833017962174,Medium,1689
1689SM,74,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SM,63,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SN,18,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SM,67,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SM,66,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SM,70,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SN,22,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SM,71,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SN,21,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SP,25,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SP,29,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SP,33,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,79,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,82,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,83,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,86,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,91,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,94,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,95,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689TP,98,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SN,9,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SN,2,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SN,6,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SN,5,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SP,42,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SP,41,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SN,10,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SN,13,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689TN,63,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SP,38,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SP,45,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SP,46,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689SP,49,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689TN,66,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689TN,67,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689TN,70,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689TN,71,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1689TN,74,1982,Appartement,A,88.82899502921202,87.87,1156.9471830985915,14.794721011490939,Low,1689
1628ZK,117,2002,Twee-onder-één-kap,B,101.15899091240188,107.57,,,Low,1628
1689VA,4,1982,Rijwoning tussen,B,111.14157579842932,110.66,1156.9471830985915,11.541771579195846,Medium,1689
1689VD,85,1982,Rijwoning tussen,B,113.81980861049708,118.17,1156.9471830985915,10.989239961042852,Medium,1689
1623RK,120,1928,Rijwoning tussen,C,136.78085893401226,147.42,,,Medium,1623
1625RT,2,1990,Rijwoning tussen,A+,79.38672377191179,70.32,,,Low,1625
1621AA,127,2000,Appartement,A,89.39725612020212,88.04,,,Low,1621
1689SN,19,1982,Appartement,B,115.95970501365849,115.24,1156.9471830985915,11.209642312746745,Medium,1689
1689SM,64,1982,Appartement,B,115.95970501365849,115.24,1156.9471830985915,11.209642312746745,Medium,1689
1689TP,89,1982,Appartement,B,115.95970501365849,115.24,1156.9471830985915,11.209642312746745,Medium,1689
1689TP,92,1982,Appartement,B,121.09648562715887,120.23,1156.9471830985915,11.209642312746745,Medium,1689
1689SP,36,1982,Appartement,B,121.09648562715887,120.23,1156.9471830985915,11.209642312746745,Medium,1689
1689SM,77,1982,Appartement,B,121.09648562715887,120.23,1156.9471830985915,11.209642312746745,Medium,1689
1689TP,80,1982,Appartement,B,121.09648562715887,120.23,1156.9471830985915,11.209642312746745,Medium,1689
1689TN,64,1982,Appartement,B,117.26544538877586,117.26,1156.9471830985915,11.209642312746745,Medium,1689
1689SN,16,1982,Appartement,B,117.26544538877586,117.26,1156.9471830985915,11.209642312746745,Medium,1689
1689SP,39,1982,Appartement,B,117.26544538877586,117.26,1156.9471830985915,11.209642312746745,Medium,1689
1689TP,85,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SN,20,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SN,23,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SN,24,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689TP,97,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SP,31,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SP,28,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SP,32,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SM,65,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SM,68,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SM,69,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SM,72,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SM,73,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SM,76,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689TP,81,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689TP,84,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689TP,88,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689TP,93,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689TP,101,1982,Appartement,A,100.20326685990386,99.77,1156.9471830985915,11.209642312746745,Low,1689
1689SN,1,1982,Appartement,B,118.2891196815862,118.09,1156.9471830985915,14.794721011490939,Medium,1689
1689SP,50,1982,Appartement,B,118.2891196815862,118.09,1156.9471830985915,14.794721011490939,Medium,1689
1689TN,75,1982,Appartement,B,118.2891196815862,118.09,1156.9471830985915,14.794721011490939,Medium,1689
1689SP,30,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1689SP,26,1982,Appartement,A,91.1526996093871,89.76,1156.9471830985915,14.794721011490939,Low,1689
1628VB,28,1995,Rijwoning tussen,A,92.13387298337412,96.53,,,Low,1628
1689BK,30,1982,Rijwoning tussen,A,105.41468406080155,110.08,1156.9471830985915,12.477860042046931,Medium,1689
1628ZK,118,2002,Rijwoning hoek,A,98.42672578644408,111.28,,,Low,1628
1624GL,2,1968,Vrijstaande woning,A,155.69705895768564,165.48,,,High,1624
1689SR,53,1982,Rijwoning hoek,A,114.04934997044228,111.92,1156.9471830985915,11.266405522432482,Medium,1689
1621GA,7,1906,Rijwoning tussen,B,103.89634376557422,110.77,,,Medium,1621
1689CG,120,2011,Rijwoning tussen,A++,55.41328168335195,51.05,1156.9471830985915,9.26743978771701,Low,1689
1621LC,1,1997,Appartement,A+,104.29093014657899,111.35,,,Low,1621
1628MG,50,1989,Rijwoning tussen,B,101.00257684114659,90.85,,,Low,1628
1625AD,65,1900,Rijwoning hoek,C,170.54612696439798,172.31,,,High,1625
1623RM,200,1939,Rijwoning tussen,D,184.8731545775355,177.14,,,High,1623
1689DE,2,1976,Rijwoning hoek,C,131.03161497055578,135.5,1156.9471830985915,11.908874761694198,Medium,1689
1621JL,1,2002,Appartement,A+,46.46518234816637,40.11,,,Low,1621
1625RE,23,1989,Rijwoning tussen,B,114.36269848315858,117.2,,,Medium,1625
1625RB,27,1987,Rijwoning tussen,B,110.79522376936727,111.84,,,Medium,1625
1622AG,37,1987,Appartement,B,110.47251066535931,115.01,,,Medium,1622
1689SP,52,1982,Appartement,B,117.26544538877586,117.04,1156.9471830985915,11.209642312746745,Medium,1689
1689SN,3,1982,Appartement,B,117.26544538877586,117.04,1156.9471830985915,11.209642312746745,Medium,1689
1689TP,99,1982,Appartement,B,118.2891196815862,118.19,1156.9471830985915,14.794721011490939,Medium,1689
1689SM,62,1982,Appartement,B,118.2891196815862,118.19,1156.9471830985915,14.794721011490939,Medium,1689
1689SN,17,1982,Appartement,B,118.2891196815862,118.19,1156.9471830985915,14.794721011490939,Medium,1689
1689TP,87,1982,Appartement,B,118.2891196815862,118.19,1156.9471830985915,14.794721011490939,Medium,1689
1689TP,90,1982,Appartement,C,123.34334960077429,126.83,1156.9471830985915,14.794721011490939,Medium,1689
1689SM,75,1982,Appartement,C,123.34334960077429,126.83,1156.9471830985915,14.794721011490939,Medium,1689
1689TP,78,1982,Appartement,C,123.34334960077429,126.83,1156.9471830985915,14.794721011490939,Medium,1689
1689SP,34,1982,Appartement,C,123.34334960077429,126.83,1156.9471830985915,14.794721011490939,Medium,1689
1689TN,62,1982,Appartement,B,118.1862998504384,117.77,1156.9471830985915,14.794721011490939,Medium,1689
1689SN,14,1982,Appartement,B,118.1862998504384,117.77,1156.9471830985915,14.794721011490939,Medium,1689
1689SP,37,1982,Appartement,B,118.1862998504384,117.77,1156.9471830985915,14.794721011490939,Medium,1689
1628LG,121,1986,Rijwoning tussen,B,108.10057917356951,111.01,,,Medium,1628
1622KR,31,1981,Rijwoning tussen,B,110.20832689439004,111.66,,,Medium,1622
1621ER,21,1995,Rijwoning tussen,C,121.56995236759589,127.71,,,Low,1621
1689WB,31,2015,Vrijstaande woning,A,95.30583513411332,99.15,1156.9471830985915,5.277562189118655,Low,1689
1621ME,22,2001,Appartement,A,73.7605341657444,62.88,,,Low,1621
1628WL,159,1996,Twee-onder-één-kap,A,100.86674758695243,104.74,,,Low,1628
1621EH,19,1890,Appartement,C,121.42964478712948,126.22,,,Medium,1621
1622HC,44,1978,Appartement,B,100.7999427244498,108.51,,,Medium,1622
1689SP,47,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SN,4,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SN,7,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SN,11,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SN,12,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689TN,68,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SN,15,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689TN,72,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689TN,65,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689TN,73,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689TN,76,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SP,40,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SP,43,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SP,48,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SP,44,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689SP,51,1982,Appartement,A,99.21391217415787,98.92,1156.9471830985915,11.209642312746745,Low,1689
1689PK,78,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,79,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,75,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,76,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,77,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,80,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,81,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1689PK,82,1982,Rijwoning tussen,B,105.0324926133111,104.33,1156.9471830985915,10.839943625021938,Medium,1689
1622DM,196,1973,Appartement,A,69.22191822636334,72.48,,,Low,1622
1689DX,14,2025,Twee-onder-één-kap,A+++,50.13110215079106,58.47,1156.9471830985915,6.720185775433269,Low,1689
1625CJ,29,1975,Rijwoning hoek,A,123.71233088101779,135.52,,,Medium,1625
1689CJ,39,2005,Vrijstaande woning,A+++,90.2776423615311,85.43,1156.9471830985915,2.179177606559665,Low,1689
1625CV,27,1976,Rijwoning tussen,C,120.10043350177274,111.54,,,Medium,1625
1689BW,92,1983,Rijwoning hoek,B,122.75616381863159,123.07,1156.9471830985915,10.12290824305356,Medium,1689
1621JM,1,1840,Appartement,C,124.00596045372515,125.12,,,Medium,1621
1689WL,55,2006,Rijwoning hoek,A,86.5807006732064,96.59,1156.9471830985915,10.070042502381334,Low,1689
1628AT,56,1983,Rijwoning hoek,B,113.96813322962802,140.65,,,Medium,1628
1628TB,47,1994,Rijwoning hoek,B,108.72551881894488,113.08,,,Low,1628
1622JD,77,1980,Rijwoning tussen,A,79.95161753004331,84.22,,,Low,1622
1624EB,71,1935,Rijwoning tussen,E,233.46432849697428,244.42,,,High,1624
1623RT,20,1925,Rijwoning tussen,A+,77.43780755685947,71.79,,,Low,1623
1625AV,89,1975,Twee-onder-één-kap,B,125.81641902485838,128.53,,,Medium,1625
1621BV,137,1980,Rijwoning tussen,A,114.55895901056228,119.07,,,Medium,1621
1628SX,34,1992,Rijwoning tussen,A,78.52035879031537,79.4,,,Low,1628
1624HG,167,2007,Rijwoning tussen,A,73.38807740301732,78.59,,,Low,1624
1628ZG,40,2004,Rijwoning tussen,A,58.20124069110679,55.07,,,Low,1628
1689EC,23,1963,Rijwoning hoek,B,150.79686398945103,168.39,1156.9471830985915,11.11380579345429,High,1689
1689TG,44,1983,Rijwoning hoek,B,118.20917677030022,115.0,1156.9471830985915,10.749300223902178,Medium,1689
1623RX,20,1925,Rijwoning tussen,E,227.5391069991265,162.51,,,High,1623
1624BB,51,1920,Rijwoning tussen,E,179.12335268278957,158.74,,,High,1624
1621BB,15,1870,Rijwoning tussen,C,151.1299188916433,164.43,,,High,1621
1689KH,112,1977,Rijwoning tussen,B,119.3809115423994,121.15,1156.9471830985915,13.452874222076645,Medium,1689
1689SV,106,1982,Rijwoning hoek,A,120.94832443472977,122.06,1156.9471830985915,9.643637435180391,Medium,1689
1689HR,15,1974,Rijwoning tussen,C,144.10984121959737,143.78,1156.9471830985915,9.33925720938482,Medium,1689
1621ME,10,1998,Rijwoning tussen,A,81.18161626006155,95.34,,,Low,1621
1625HS,65,1977,Rijwoning tussen,C,135.6013296178532,138.36,,,Medium,1625
1689RT,133,1980,Rijwoning tussen,B,105.9461304976958,106.86,1156.9471830985915,10.209558622472569,Medium,1689
1621BT,93,1790,Rijwoning tussen,B,107.86458175774008,110.74,,,Medium,1621
1621BH,51,1979,Rijwoning tussen,B,118.55858793878295,109.33,,,Medium,1621
